sort_order,post_id,post_url,product_name,product_code,product_colors,retail_price,image_count,color_count,attr_color,attr_quality,attr_production,attr_retail_price,attr_circumference,html_file_path,text_file_path,thumbnail_file_path,parse_status,error_text
1,113800568,https://pf.kakao.com/_XIexbj/113800568,어드밴쳐 긴챙 등산모,6B524,퍼플 / 오렌지,20000,10,2,퍼플 / 오렌지,폴리 100%,MADE IN CHINA(자체디자인 생산),"20,000원",56cm~58cm(사이즈 조절 가능),6B524_어드밴쳐 긴챙 등산모/6B524.html,6B524_어드밴쳐 긴챙 등산모/6B524.txt,6B524_어드밴쳐 긴챙 등산모/6B524_thumb.png,warning,본문 색상(퍼플/오렌지)과 대표 이미지의 육안상 색상이 달라 검수 필요
